zmid dn dneff
0.05 0.09387731552124023 0.08536075055599213
0.15000000000000002 0.42110681533813477 0.3352535367012024
0.25 0.7644295692443848 0.5591245889663696
0.35000000000000003 1.6227364540100098 1.0817956924438477
0.45 2.003610134124756 1.2792484760284424
0.55 2.027750015258789 1.2628698348999023
0.6500000000000001 1.995398998260498 1.180668830871582
0.75 1.7458076477050781 1.0580992698669434
0.8500000000000001 1.3274574279785156 0.8015317916870117
0.95 1.4937248229980469 0.8503775596618652
1.05 1.2389602661132812 0.6795082092285156
1.1500000000000001 1.0485572814941406 0.6014423370361328
1.25 1.0914649963378906 0.6259775161743164
1.35 0.8769264221191406 0.5125036239624023
1.4500000000000002 0.7589302062988281 0.4184856414794922
1.55 0.6087532043457031 0.34051990509033203
1.6500000000000001 0.5229377746582031 0.27707767486572266
1.75 0.3942146301269531 0.2227029800415039
1.85 0.321807861328125 0.1760091781616211
1.9500000000000002 0.3191261291503906 0.18479347229003906
2.05 0.2252655029296875 0.12938690185546875
2.1500000000000004 0.19576644897460938 0.11749935150146484
2.25 0.13676834106445312 0.0824594497680664
2.3500000000000005 0.09117889404296875 0.054808616638183594
2.45 0.0750885009765625 0.048198699951171875
2.55 0.061679840087890625 0.042240142822265625
2.6500000000000004 0.07240676879882812 0.0462646484375
2.75 0.06704330444335938 0.043656349182128906
2.8500000000000005 0.0107269287109375 0.0059833526611328125
2.95 0.024135589599609375 0.015929222106933594
3.05 0.02681732177734375 0.017432212829589844
3.1500000000000004 0.0321807861328125 0.01970958709716797
3.25 0.013408660888671875 0.006768226623535156
3.3500000000000005 0.00536346435546875 0.0034809112548828125
3.45 0.01609039306640625 0.008137702941894531
3.55 0.002681732177734375 0.000926971435546875
3.6500000000000004 0.00536346435546875 0.002079010009765625
3.75 0.008045196533203125 0.0038299560546875
3.8500000000000005 0.002681732177734375 0.0013275146484375
3.95 0.0107269287109375 0.0040988922119140625
