# EC corrections from Poggianti 1997
#z, Galtype: E, E2, Sa, Sc

0.02	-0.024	-0.026	-0.035	-0.028
0.04	-0.048	-0.053	-0.071	-0.055
0.06	-0.073	-0.077	-0.105	-0.082
0.08	-0.097	-0.103	-0.140	-0.109
0.10	-0.120	-0.127	-0.175	-0.135
0.12	-0.142	-0.151	-0.210	-0.161
0.16	-0.187	-0.199	-0.283	-0.212
0.20	-0.233	-0.250	-0.355	-0.263
0.24	-0.277	-0.300	-0.429	-0.312
0.28	-0.322	-0.351	-0.505	-0.361
0.32	-0.365	-0.401	-0.581	-0.409
0.36	-0.408	-0.453	-0.660	-0.457
0.40	-0.450	-0.505	-0.743	-0.507
0.44	-0.496	-0.564	-0.836	-0.563
0.48	-0.541	-0.629	-0.932	-0.617
0.52	-0.589	-0.696	-1.032	-0.672
0.60	-0.699	-0.861	-1.260	-0.793
0.68	-0.822	-1.039	-1.466	-0.895
0.76	-0.960	-1.232	-1.658	-0.983
0.84	-1.085	-1.397	-1.800	-1.048
0.92	-1.236	-1.608	-1.990	-1.132
1.00	-1.378	-1.791	-2.141	-1.198
1.10	-1.613	-2.095	-2.389	-1.301
1.20	-1.912	-2.476	-2.681	-1.416
1.30	-2.264	-2.890	-2.964	-1.520
1.40	-2.661	-3.334	-3.236	-1.615
1.50	-3.215	-3.912	-3.527	-1.684
1.60	-3.714	-4.406	-3.749	-1.775
1.70	-4.354	-5.025	-3.970	-1.839
1.80	-4.597	-5.216	-4.055	-1.870
1.90	-5.158	-5.732	-4.207	-1.915
2.00	-5.545	-6.069	-4.312	-1.948
2.10	-5.896	-6.368	-4.410	-1.980
2.20	-6.300	-6.718	-4.504	-2.010
2.30	-6.611	-6.978	-4.578	-2.031
2.40	-6.905	-7.218	-4.645	-2.046
2.50	-7.243	-7.496	-4.709	-2.056
3.00	-8.549	-8.499	-4.961	-2.054
